department,category,budget_eur,project_id,country,date,amount_local,original_currency,rate,amount_eur
Supply,Supplies,4639.94,BF02,Burkina Faso,2024-05-31,2443800.60135,XOF,0.001524,3724.3521164574
Supply,Warehousing,4674.02,BF02,Burkina Faso,2024-05-31,3118130.9569200003,XOF,0.001524,4752.03157834608
Supply,Cold Chain,4733.09,BF02,Burkina Faso,2024-05-31,3205924.2418,XOF,0.001524,4885.8285445032
HR,Salaries,1040.4,BF02,Burkina Faso,2024-06-30,708230.21333,XOF,0.001524,1079.34284511492
HR,Training,4143.64,BF02,Burkina Faso,2024-06-30,2867817.76572,XOF,0.001524,4370.55427495728
HR,Recruitment,3166.19,BF02,Burkina Faso,2024-06-30,1773707.728,XOF,0.001524,2703.130577472
Medical,Medications,1364.55,BF02,Burkina Faso,2024-06-30,784649.20383,XOF,0.001524,1195.80538663692
Medical,Medical Equipment,3948.16,BF02,Burkina Faso,2024-06-30,2168974.29706,XOF,0.001524,3305.5168287194397
Medical,Consultations,1128.67,BF02,Burkina Faso,2024-06-30,798988.4238499999,XOF,0.001524,1217.6583579473997
Logistics,Fuel,3541.71,BF02,Burkina Faso,2024-06-30,2000249.03752,XOF,0.001524,3048.37953318048
Logistics,Transport,3046.13,BF02,Burkina Faso,2024-06-30,1918838.21425,XOF,0.001524,2924.3094385169998
Logistics,Vehicle Maintenance,2827.99,BF02,Burkina Faso,2024-06-30,1632978.71322,XOF,0.001524,2488.65955894728
Supply,Supplies,1436.7,BF02,Burkina Faso,2024-06-30,796915.59973,XOF,0.001524,1214.49937398852
Supply,Warehousing,3650.95,BF02,Burkina Faso,2024-06-30,2534466.9778899997,XOF,0.001524,3862.5276743043596
Supply,Cold Chain,2852.36,BF02,Burkina Faso,2024-06-30,1953171.0036300002,XOF,0.001524,2976.63260953212
HR,Salaries,2031.37,BF02,Burkina Faso,2024-07-31,1364633.26409,XOF,0.001524,2079.70109447316
HR,Training,1651.36,BF02,Burkina Faso,2024-07-31,1175297.83561,XOF,0.001524,1791.1539014696398
HR,Recruitment,4695.72,BF02,Burkina Faso,2024-07-31,2861350.0297000003,XOF,0.001524,4360.6974452628
Medical,Medications,2101.77,BF02,Burkina Faso,2024-07-31,1165727.42298,XOF,0.001524,1776.56859262152
Medical,Medical Equipment,3057.16,BF02,Burkina Faso,2024-07-31,2169046.4523300002,XOF,0.001524,3305.6267933509203
Medical,Consultations,1279.5,BF02,Burkina Faso,2024-07-31,700831.0183700001,XOF,0.001524,1068.06647199588
Logistics,Fuel,3655.37,BF02,Burkina Faso,2024-07-31,2105143.12139,XOF,0.001524,3208.23811699836
Logistics,Transport,4236.78,BF02,Burkina Faso,2024-07-31,2732946.4469500002,XOF,0.001524,4165.010385151801
Logistics,Vehicle Maintenance,1678.67,BF02,Burkina Faso,2024-07-31,1023738.97076,XOF,0.001524,1560.17819143824
Supply,Supplies,2592.43,BF02,Burkina Faso,2024-07-31,1783796.34666,XOF,0.001524,2718.50563230984
Supply,Warehousing,2981.91,BF02,Burkina Faso,2024-07-31,1797709.19463,XOF,0.001524,2739.70881261612
Supply,Cold Chain,4080.1,BF02,Burkina Faso,2024-07-31,2689653.2849500002,XOF,0.001524,4099.0316062638
HR,Salaries,1170.31,BF02,Burkina Faso,2024-08-31,814075.43485,XOF,0.001524,1240.6509627113999
HR,Training,1010.2,BF02,Burkina Faso,2024-08-31,618055.80454,XOF,0.001524,941.91704611896
HR,Recruitment,1492.27,BF02,Burkina Faso,2024-08-31,921567.10844,XOF,0.001524,1404.46827326256
Medical,Medications,2893.56,BF02,Burkina Faso,2024-08-31,1920038.6155599998,XOF,0.001524,2926.1388501134397
Medical,Medical Equipment,4880.86,BF02,Burkina Faso,2024-08-31,2789529.2977699996,XOF,0.001524,4251.242649801479
Medical,Consultations,3303.23,BF02,Burkina Faso,2024-08-31,2047674.72862,XOF,0.001524,3120.65628641688
Logistics,Fuel,1276.33,BF02,Burkina Faso,2024-08-31,723015.48411,XOF,0.001524,1101.87559778364
Logistics,Transport,3851.72,BF02,Burkina Faso,2024-08-31,2272464.63295,XOF,0.001524,3463.2361006158
Logistics,Vehicle Maintenance,2142.95,BF02,Burkina Faso,2024-08-31,1346922.4250899998,XOF,0.001524,2052.7097758371597
Supply,Supplies,4708.31,BF02,Burkina Faso,2024-08-31,2679754.8938200003,XOF,0.001524,4083.9464581816806
Supply,Warehousing,3872.24,BF02,Burkina Faso,2024-08-31,2253920.7285599997,XOF,0.001524,3434.9751903254396
Supply,Cold Chain,4667.38,BF02,Burkina Faso,2024-08-31,2600521.84779,XOF,0.001524,3963.19529603196
HR,Salaries,2991.57,BF02,Burkina Faso,2024-09-30,1772730.35207,XOF,0.001524,2701.64105655468
HR,Training,3485.48,BF02,Burkina Faso,2024-09-30,2246698.64199,XOF,0.001524,3423.96873039276
HR,Recruitment,2937.35,BF02,Burkina Faso,2024-09-30,1651476.7006199998,XOF,0.001524,2516.8504917448795
Medical,Medications,2592.82,BF02,Burkina Faso,2024-09-30,1627081.65979,XOF,0.001524,2479.67244951996
Medical,Medical Equipment,1121.52,BF02,Burkina Faso,2024-09-30,634428.4912599999,XOF,0.001524,966.8690206802398
Medical,Consultations,1214.8,BF02,Burkina Faso,2024-09-30,826131.92451,XOF,0.001524,1259.02505295324
Logistics,Fuel,1070.71,BF02,Burkina Faso,2024-09-30,692998.89179,XOF,0.001524,1056.13031108796
Logistics,Transport,2403.41,BF02,Burkina Faso,2024-09-30,1272923.91592,XOF,0.001524,1939.93604786208
Logistics,Vehicle Maintenance,2459.78,BF02,Burkina Faso,2024-09-30,1511292.1301499999,XOF,0.001524,2303.2092063485998
Supply,Supplies,4138.76,BF02,Burkina Faso,2024-09-30,2953577.5839,XOF,0.001524,4501.2522378635995
Supply,Warehousing,1210.97,BF02,Burkina Faso,2024-09-30,728820.7035599999,XOF,0.001524,1110.72275222544
Supply,Cold Chain,1479.59,BF02,Burkina Faso,2024-09-30,877460.5597600001,XOF,0.001524,1337.2498930742402
HR,Salaries,3256.02,BF02,Burkina Faso,2024-10-31,2244160.0884,XOF,0.001524,3420.0999747215997
HR,Training,2375.25,BF02,Burkina Faso,2024-10-31,1650158.22705,XOF,0.001524,2514.8411380242
HR,Recruitment,3462.46,BF02,Burkina Faso,2024-10-31,2008973.26562,XOF,0.001524,3061.67525680488
Medical,Medications,2427.1,BF02,Burkina Faso,2024-10-31,1377831.1189299999,XOF,0.001524,2099.8146252493198
Medical,Medical Equipment,3050.93,BF02,Burkina Faso,2024-10-31,2126448.60475,XOF,0.001524,3240.707673639
Medical,Consultations,1537.06,BF02,Burkina Faso,2024-10-31,1102453.81076,XOF,0.001524,1680.13960759824
Logistics,Fuel,4677.64,BF02,Burkina Faso,2024-10-31,2912193.25677,XOF,0.001524,4438.1825233174795
Logistics,Transport,1924.95,BF02,Burkina Faso,2024-10-31,1098222.88811,XOF,0.001524,1673.6916814796398
Logistics,Vehicle Maintenance,4451.8,BF02,Burkina Faso,2024-10-31,2715110.97612,XOF,0.001524,4137.829127606879
Supply,Supplies,4416.01,BF02,Burkina Faso,2024-10-31,2364114.94499,XOF,0.001524,3602.91117616476
Supply,Warehousing,3665.54,BF02,Burkina Faso,2024-10-31,2448215.19196,XOF,0.001524,3731.0799525470397
Supply,Cold Chain,4993.91,BF02,Burkina Faso,2024-10-31,3581210.36064,XOF,0.001524,5457.76458961536
HR,Salaries,4542.32,BF02,Burkina Faso,2024-11-30,3253343.37333,XOF,0.001524,4958.095300954919
HR,Training,2291.79,BF02,Burkina Faso,2024-11-30,1308660.45328,XOF,0.001524,1994.39853079872
HR,Recruitment,3889.23,BF02,Burkina Faso,2024-11-30,2051052.90717,XOF,0.001524,3125.80463052708
Medical,Medications,2560.65,BF02,Burkina Faso,2024-11-30,1806492.45886,XOF,0.001524,2753.0945073026396
Medical,Medical Equipment,4097.41,BF02,Burkina Faso,2024-11-30,2307059.80513,XOF,0.001524,3515.9591430181204
Medical,Consultations,1768.96,BF02,Burkina Faso,2024-11-30,1120676.29622,XOF,0.001524,1707.9106754392799
Logistics,Fuel,3887.36,BF02,Burkina Faso,2024-11-30,2331940.25414,XOF,0.001524,3553.87694730936
Logistics,Transport,3398.12,BF02,Burkina Faso,2024-11-30,2381760.18829,XOF,0.001524,3629.80252695396
Logistics,Vehicle Maintenance,2244.55,BF02,Burkina Faso,2024-11-30,1179561.55611,XOF,0.001524,1797.65181151164
Supply,Supplies,1292.44,BF02,Burkina Faso,2024-11-30,695924.46001,XOF,0.001524,1060.5888770552401
Supply,Warehousing,2555.33,BF02,Burkina Faso,2024-11-30,1494473.39267,XOF,0.001524,2277.57745042908
Supply,Cold Chain,2039.68,BF02,Burkina Faso,2024-11-30,1125359.8292,XOF,0.001524,1715.0483797008
HR,Salaries,1067.59,BF02,Burkina Faso,2024-12-31,674960.07429,XOF,0.001524,1028.63915321796
HR,Training,4631.88,BF02,Burkina Faso,2024-12-31,3020852.53382,XOF,0.001524,4603.77926154168
HR,Recruitment,4972.81,BF02,Burkina Faso,2024-12-31,3247872.6919500004,XOF,0.001524,4949.757982531801
Medical,Medications,2341.89,BF02,Burkina Faso,2024-12-31,1305872.63603,XOF,0.001524,1990.1498973097198
Medical,Medical Equipment,4593.38,BF02,Burkina Faso,2024-12-31,2902458.85489,XOF,0.001524,4423.34729485236
Medical,Consultations,2374.14,BF02,Burkina Faso,2024-12-31,1605336.68524,XOF,0.001524,2446.53310830576
Logistics,Fuel,1659.23,BF02,Burkina Faso,2024-12-31,1182519.92218,XOF,0.001524,1802.16036140232
Logistics,Transport,4879.89,BF02,Burkina Faso,2024-12-31,3368247.3610199997,XOF,0.001524,5133.20897819448
Logistics,Vehicle Maintenance,2163.77,BF02,Burkina Faso,2024-12-31,1301366.21144,XOF,0.001524,1983.28210623456
Supply,Supplies,1995.36,BF02,Burkina Faso,2024-12-31,1080610.4426600002,XOF,0.001524,1646.8503146138403
Supply,Warehousing,2152.47,BF02,Burkina Faso,2024-12-31,1306003.82743,XOF,0.001524,1990.34983300332
Supply,Cold Chain,1350.38,BF02,Burkina Faso,2024-12-31,732349.75222,XOF,0.001524,1116.10102238328
HR,Salaries,4784.3,BF02,Burkina Faso,2025-01-31,3218453.0205,XOF,0.001524,4904.922403242
HR,Training,2561.1,BF02,Burkina Faso,2025-01-31,1751798.7641999999,XOF,0.001524,2669.7413166407996
HR,Recruitment,2423.58,BF02,Burkina Faso,2025-01-31,1340684.27402,XOF,0.001524,2043.2028336064798
Medical,Medications,3161.31,BF02,Burkina Faso,2025-01-31,1714658.47886,XOF,0.001524,2613.13952178264
Medical,Medical Equipment,4271.55,BF02,Burkina Faso,2025-01-31,2961167.00639,XOF,0.001524,4512.81851773836
Medical,Consultations,2125.0,BF02,Burkina Faso,2025-01-31,1234484.83572,XOF,0.001524,1881.3548896372802
Logistics,Fuel,3161.91,BF02,Burkina Faso,2025-01-31,2009432.43552,XOF,0.001524,3062.3750317324802
Logistics,Transport,3996.02,BF02,Burkina Faso,2025-01-31,2321864.75462,XOF,0.001524,3538.5218860408795
Logistics,Vehicle Maintenance,4941.44,BF02,Burkina Faso,2025-01-31,2660364.8049,XOF,0.001524,4054.3959626675996
Supply,Supplies,3085.76,BF02,Burkina Faso,2025-01-31,1756456.0588999998,XOF,0.001524,2676.8390337635997
Supply,Warehousing,2769.43,BF02,Burkina Faso,2025-01-31,1909654.81625,XOF,0.001524,2910.313939965
Supply,Cold Chain,3550.53,BF02,Burkina Faso,2025-01-31,2260034.2478,XOF,0.001524,3444.2921936472
HR,Salaries,1266.57,BF02,Burkina Faso,2025-02-28,803094.7146699999,XOF,0.001524,1223.9163451570798
HR,Training,4526.86,BF02,Burkina Faso,2025-02-28,2433475.83817,XOF,0.001524,3708.61717737108
HR,Recruitment,4331.91,BF02,Burkina Faso,2025-02-28,2829969.0468200003,XOF,0.001524,4312.87282735368
Medical,Medications,1939.05,BF02,Burkina Faso,2025-02-28,1205924.4679400001,XOF,0.001524,1837.8288891405602
Medical,Medical Equipment,4177.52,BF02,Burkina Faso,2025-02-28,2972633.13475,XOF,0.001524,4530.292897359001
Medical,Consultations,2074.16,BF02,Burkina Faso,2025-02-28,1119948.18395,XOF,0.001524,1706.8010323398
Logistics,Fuel,3497.71,BF02,Burkina Faso,2025-02-28,2332911.0705,XOF,0.001524,3555.356471442
Logistics,Transport,4107.26,BF02,Burkina Faso,2025-02-28,2264252.05131,XOF,0.001524,3450.72012619644
Logistics,Vehicle Maintenance,4692.82,BF02,Burkina Faso,2025-02-28,2513384.5199100003,XOF,0.001524,3830.3980083428405
Supply,Supplies,2172.33,BF02,Burkina Faso,2025-02-28,1225471.98654,XOF,0.001524,1867.61930748696
Supply,Warehousing,2094.36,BF02,Burkina Faso,2025-02-28,1215711.34638,XOF,0.001524,1852.74409188312
Supply,Cold Chain,3657.49,BF02,Burkina Faso,2025-02-28,2067924.12121,XOF,0.001524,3151.51636072404
HR,Salaries,2385.62,BF02,Burkina Faso,2025-03-31,1407926.42609,XOF,0.001524,2145.67987336116
HR,Training,3287.1,BF02,Burkina Faso,2025-03-31,1725291.54183,XOF,0.001524,2629.34430974892
HR,Recruitment,1885.2,BF02,Burkina Faso,2025-03-31,1108108.1601,XOF,0.001524,1688.7568359923998
Medical,Medications,3358.19,BF02,Burkina Faso,2025-03-31,2091335.22654,XOF,0.001524,3187.19488524696
Medical,Medical Equipment,4405.86,BF02,Burkina Faso,2025-03-31,3023633.7915,XOF,0.001524,4608.017898245999
Medical,Consultations,1712.89,BF02,Burkina Faso,2025-03-31,965785.16981,XOF,0.001524,1471.8565987904399
Logistics,Fuel,1131.58,BF02,Burkina Faso,2025-03-31,813734.33721,XOF,0.001524,1240.13112990804
Logistics,Transport,1942.67,BF02,Burkina Faso,2025-03-31,1300178.92927,XOF,0.001524,1981.47268820748
Logistics,Vehicle Maintenance,3798.84,BF02,Burkina Faso,2025-03-31,2023830.6916699999,XOF,0.001524,3084.31797410508
Supply,Supplies,2873.06,BF02,Burkina Faso,2025-03-31,1525913.41168,XOF,0.001524,2325.4920394003198
Supply,Warehousing,1697.98,BF02,Burkina Faso,2025-03-31,1198282.56889,XOF,0.001524,1826.18263498836
Supply,Cold Chain,3639.94,BF02,Burkina Faso,2025-03-31,2230791.68474,XOF,0.001524,3399.72652754376
HR,Salaries,1928.86,BF02,Burkina Faso,2025-04-30,1368411.57641,XOF,0.001524,2085.45924244884
HR,Training,3777.74,BF02,Burkina Faso,2025-04-30,2469304.20951,XOF,0.001524,3763.2196152932397
HR,Recruitment,4709.36,BF02,Burkina Faso,2025-04-30,3020130.9811199997,XOF,0.001524,4602.679615226879
Medical,Medications,3619.07,BF02,Burkina Faso,2025-04-30,2102807.91447,XOF,0.001524,3204.6792616522803
Medical,Medical Equipment,4684.54,BF02,Burkina Faso,2025-04-30,3322048.30951,XOF,0.001524,5062.80162369324
Medical,Consultations,3287.07,BF02,Burkina Faso,2025-04-30,1732841.6068999998,XOF,0.001524,2640.8506089155994
Logistics,Fuel,3279.31,BF02,Burkina Faso,2025-04-30,2026966.16613,XOF,0.001524,3089.09643718212
Logistics,Transport,1674.67,BF02,Burkina Faso,2025-04-30,1114693.96838,XOF,0.001524,1698.79360781112
Logistics,Vehicle Maintenance,2871.57,BF02,Burkina Faso,2025-04-30,1761959.53813,XOF,0.001524,2685.22633611012
Supply,Supplies,2631.13,BF02,Burkina Faso,2025-04-30,1418710.3591699998,XOF,0.001524,2162.1145873750797
Supply,Warehousing,4572.28,BF02,Burkina Faso,2025-04-30,3146114.0825400003,XOF,0.001524,4794.67786179096
Supply,Cold Chain,4335.87,BF02,Burkina Faso,2025-04-30,2716232.66259,XOF,0.001524,4139.53857778716
HR,Salaries,4448.34,BF02,Burkina Faso,2025-05-31,3129984.09991,XOF,0.001524,4770.09576826284
HR,Training,4035.78,BF02,Burkina Faso,2025-05-31,2880831.9526,XOF,0.001524,4390.3878957624
HR,Recruitment,3419.57,BF02,Burkina Faso,2025-05-31,2053434.03108,XOF,0.001524,3129.43346336592
Medical,Medications,4690.53,BF02,Burkina Faso,2025-05-31,3061718.65492,XOF,0.001524,4666.05923009808
Medical,Medical Equipment,3455.75,BF02,Burkina Faso,2025-05-31,2010462.2880099998,XOF,0.001524,3063.9445269272396
Medical,Consultations,3630.76,BF02,Burkina Faso,2025-05-31,2524476.7527799997,XOF,0.001524,3847.3025712367194
Logistics,Fuel,4457.63,BF02,Burkina Faso,2025-05-31,2586346.6170200002,XOF,0.001524,3941.59224433848
Logistics,Transport,2126.74,BF02,Burkina Faso,2025-05-31,1447644.62244,XOF,0.001524,2206.21040459856
Logistics,Vehicle Maintenance,3839.37,BF02,Burkina Faso,2025-05-31,2208817.12524,XOF,0.001524,3366.23729886576
Supply,Supplies,4627.98,BF02,Burkina Faso,2025-05-31,2659216.8801499996,XOF,0.001524,4052.6465253485994
Supply,Warehousing,1457.95,BF02,Burkina Faso,2025-05-31,1022741.9161200001,XOF,0.001524,1558.65868016688
Supply,Cold Chain,2333.16,BF02,Burkina Faso,2025-05-31,1624739.8933,XOF,0.001524,2476.1035973892003
HR,Salaries,4596.94,BF02,Burkina Faso,2025-06-30,2479104.2070899997,XOF,0.001524,3778.1548116051595
HR,Training,3381.42,BF02,Burkina Faso,2025-06-30,2138209.91376,XOF,0.001524,3258.63190857024
HR,Recruitment,2028.29,BF02,Burkina Faso,2025-06-30,1111125.5623,XOF,0.001524,1693.3553569452001
Medical,Medications,4098.71,BF02,Burkina Faso,2025-06-30,2792192.48319,XOF,0.001524,4255.30134438156
Medical,Medical Equipment,4889.07,BF02,Burkina Faso,2025-06-30,3066985.98963,XOF,0.001524,4674.08664819612
Medical,Consultations,1029.26,BF02,Burkina Faso,2025-06-30,709233.82754,XOF,0.001524,1080.87235317096
Logistics,Fuel,3800.61,BF02,Burkina Faso,2025-06-30,2654743.25341,XOF,0.001524,4045.82871819684
Logistics,Transport,3023.8,BF02,Burkina Faso,2025-06-30,1822615.8819199998,XOF,0.001524,2777.6666040460796
Logistics,Vehicle Maintenance,2071.85,BF02,Burkina Faso,2025-06-30,1221083.63421,XOF,0.001524,1860.93145853604
Supply,Supplies,1927.71,BF02,Burkina Faso,2025-06-30,1168403.72754,XOF,0.001524,1780.6472807709602
Supply,Warehousing,2618.76,BF02,Burkina Faso,2025-06-30,1723959.9491199998,XOF,0.001524,2627.3149624588796
Supply,Cold Chain,1809.31,BF02,Burkina Faso,2025-06-30,1290903.69729,XOF,0.001524,1967.33723466996
HR,Salaries,1951.32,BF02,Burkina Faso,2025-07-31,,XOF,0.001524,
HR,Training,1423.43,BF02,Burkina Faso,2025-07-31,,XOF,0.001524,
HR,Recruitment,2838.26,BF02,Burkina Faso,2025-07-31,,XOF,0.001524,
Medical,Medications,2525.81,BF02,Burkina Faso,2025-07-31,,XOF,0.001524,
Medical,Medical Equipment,3322.7,BF02,Burkina Faso,2025-07-31,,XOF,0.001524,
Medical,Consultations,2930.64,BF02,Burkina Faso,2025-07-31,,XOF,0.001524,
Logistics,Fuel,4777.89,BF02,Burkina Faso,2025-07-31,,XOF,0.001524,
Logistics,Transport,2153.44,BF02,Burkina Faso,2025-07-31,,XOF,0.001524,
Logistics,Vehicle Maintenance,1652.05,BF02,Burkina Faso,2025-07-31,,XOF,0.001524,
Supply,Supplies,1470.41,BF02,Burkina Faso,2025-07-31,,XOF,0.001524,
Supply,Warehousing,2597.35,BF02,Burkina Faso,2025-07-31,,XOF,0.001524,
Supply,Cold Chain,1462.81,BF02,Burkina Faso,2025-07-31,,XOF,0.001524,
HR,Salaries,1155.92,BF02,Burkina Faso,2025-08-31,,XOF,0.001524,
HR,Training,3521.35,BF02,Burkina Faso,2025-08-31,,XOF,0.001524,
HR,Recruitment,1245.4,BF02,Burkina Faso,2025-08-31,,XOF,0.001524,
Medical,Medications,2906.61,BF02,Burkina Faso,2025-08-31,,XOF,0.001524,
Medical,Medical Equipment,3548.41,BF02,Burkina Faso,2025-08-31,,XOF,0.001524,
Medical,Consultations,4738.01,BF02,Burkina Faso,2025-08-31,,XOF,0.001524,
Logistics,Fuel,4567.41,BF02,Burkina Faso,2025-08-31,,XOF,0.001524,
Logistics,Transport,3637.01,BF02,Burkina Faso,2025-08-31,,XOF,0.001524,
Logistics,Vehicle Maintenance,2171.47,BF02,Burkina Faso,2025-08-31,,XOF,0.001524,
Supply,Supplies,1322.31,BF02,Burkina Faso,2025-08-31,,XOF,0.001524,
Supply,Warehousing,2769.29,BF02,Burkina Faso,2025-08-31,,XOF,0.001524,
Supply,Cold Chain,4458.28,BF02,Burkina Faso,2025-08-31,,XOF,0.001524,
HR,Salaries,2328.48,BF02,Burkina Faso,2025-09-30,,XOF,0.001524,
HR,Training,3407.97,BF02,Burkina Faso,2025-09-30,,XOF,0.001524,
HR,Recruitment,3134.61,BF02,Burkina Faso,2025-09-30,,XOF,0.001524,
Medical,Medications,2173.64,BF02,Burkina Faso,2025-09-30,,XOF,0.001524,
Medical,Medical Equipment,1283.47,BF02,Burkina Faso,2025-09-30,,XOF,0.001524,
Medical,Consultations,1672.34,BF02,Burkina Faso,2025-09-30,,XOF,0.001524,
Logistics,Fuel,1789.76,BF02,Burkina Faso,2025-09-30,,XOF,0.001524,
Logistics,Transport,1388.04,BF02,Burkina Faso,2025-09-30,,XOF,0.001524,
Logistics,Vehicle Maintenance,2831.7,BF02,Burkina Faso,2025-09-30,,XOF,0.001524,
Supply,Supplies,1442.35,BF02,Burkina Faso,2025-09-30,,XOF,0.001524,
Supply,Warehousing,4550.91,BF02,Burkina Faso,2025-09-30,,XOF,0.001524,
Supply,Cold Chain,1290.08,BF02,Burkina Faso,2025-09-30,,XOF,0.001524,
HR,Salaries,1980.28,BF02,Burkina Faso,2025-10-31,,XOF,0.001524,
HR,Training,2098.72,BF02,Burkina Faso,2025-10-31,,XOF,0.001524,
HR,Recruitment,4197.41,BF02,Burkina Faso,2025-10-31,,XOF,0.001524,
Medical,Medications,3491.08,BF02,Burkina Faso,2025-10-31,,XOF,0.001524,
Medical,Medical Equipment,2934.06,BF02,Burkina Faso,2025-10-31,,XOF,0.001524,
Medical,Consultations,3241.78,BF02,Burkina Faso,2025-10-31,,XOF,0.001524,
Logistics,Fuel,1937.01,BF02,Burkina Faso,2025-10-31,,XOF,0.001524,
Logistics,Transport,2352.61,BF02,Burkina Faso,2025-10-31,,XOF,0.001524,
Logistics,Vehicle Maintenance,2302.65,BF02,Burkina Faso,2025-10-31,,XOF,0.001524,
Supply,Supplies,4598.49,BF02,Burkina Faso,2025-10-31,,XOF,0.001524,
Supply,Warehousing,3880.07,BF02,Burkina Faso,2025-10-31,,XOF,0.001524,
Supply,Cold Chain,2735.87,BF02,Burkina Faso,2025-10-31,,XOF,0.001524,
HR,Salaries,1811.29,BF02,Burkina Faso,2025-11-30,,XOF,0.001524,
HR,Training,2157.62,BF02,Burkina Faso,2025-11-30,,XOF,0.001524,
HR,Recruitment,2945.77,BF02,Burkina Faso,2025-11-30,,XOF,0.001524,
Medical,Medications,3560.54,BF02,Burkina Faso,2025-11-30,,XOF,0.001524,
Medical,Medical Equipment,4070.13,BF02,Burkina Faso,2025-11-30,,XOF,0.001524,
Medical,Consultations,2835.15,BF02,Burkina Faso,2025-11-30,,XOF,0.001524,
Logistics,Fuel,4119.26,BF02,Burkina Faso,2025-11-30,,XOF,0.001524,
Logistics,Transport,1238.76,BF02,Burkina Faso,2025-11-30,,XOF,0.001524,
Logistics,Vehicle Maintenance,2607.79,BF02,Burkina Faso,2025-11-30,,XOF,0.001524,
Supply,Supplies,2809.78,BF02,Burkina Faso,2025-11-30,,XOF,0.001524,
Supply,Warehousing,2932.24,BF02,Burkina Faso,2025-11-30,,XOF,0.001524,
Supply,Cold Chain,1885.78,BF02,Burkina Faso,2025-11-30,,XOF,0.001524,
HR,Salaries,2702.54,BF02,Burkina Faso,2025-12-31,,XOF,0.001524,
HR,Training,4604.09,BF02,Burkina Faso,2025-12-31,,XOF,0.001524,
HR,Recruitment,1048.75,BF02,Burkina Faso,2025-12-31,,XOF,0.001524,
Medical,Medications,4099.7,BF02,Burkina Faso,2025-12-31,,XOF,0.001524,
Medical,Medical Equipment,3569.6,BF02,Burkina Faso,2025-12-31,,XOF,0.001524,
Medical,Consultations,1257.53,BF02,Burkina Faso,2025-12-31,,XOF,0.001524,
Logistics,Fuel,2119.39,BF02,Burkina Faso,2025-12-31,,XOF,0.001524,
Logistics,Transport,4133.84,BF02,Burkina Faso,2025-12-31,,XOF,0.001524,
Logistics,Vehicle Maintenance,1695.5,BF02,Burkina Faso,2025-12-31,,XOF,0.001524,
Supply,Supplies,2441.49,BF02,Burkina Faso,2025-12-31,,XOF,0.001524,
Supply,Warehousing,1678.77,BF02,Burkina Faso,2025-12-31,,XOF,0.001524,
Supply,Cold Chain,2683.69,BF02,Burkina Faso,2025-12-31,,XOF,0.001524,
HR,Salaries,4329.9,SN01,Senegal,2023-01-31,2921455.3696099995,XOF,0.001524,4452.297983285639
HR,Training,3936.97,SN01,Senegal,2023-01-31,2672545.92639,XOF,0.001524,4072.9599918183603
HR,Recruitment,1153.74,SN01,Senegal,2023-01-31,679171.3182300001,XOF,0.001524,1035.05708898252
